Time,Node,FaceId,FaceDescr,Type,Packets,Kilobytes,PacketRaw,KilobytesRaw
1,2,1,internal://,InTimedOutInterests,0.0,0.0,0,0.0
3,3,2,internal://,InSatisfiedInterests,0.032,0.0,0,0.0
1,1,-1,all,TimedOutInterests,0.0,0.0,0,0.0
1,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,3,259,netdev://[00:00:00:00:00:06],InSatisfiedInterests,0.0,0.0,0,0.0
2,2,256,internal://,InInterests,0.0,0.0,0,0.0
2,2,258,appFace://,InSatisfiedInterests,0.0,0.0,0,0.0
2,3,259,netdev://[00:00:00:00:00:06],InData,968.32,1003.26,1010,1046.48
3,1,257,netdev://[00:00:00:00:00:03],InSatisfiedInterests,0.032,0.0,0,0.0
1,3,258,netdev://[00:00:00:00:00:04],InNacks,0.0,0.0,0,0.0
2,1,258,appFace://,InNacks,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:01],OutTimedOutInterests,0.0,0.0,0,0.0
2,3,1,internal://,InData,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:02],OutData,9.6,9.9375,10,10.3516
3,3,256,internal://,OutData,0.0,0.0,0,0.0
2,3,256,internal://,OutInterests,0.0,0.0,0,0.0
1,3,2,internal://,OutData,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],OutNacks,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],OutData,0.0,0.0,0,0.0
2,2,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,1,256,internal://,InSatisfiedInterests,1.6,0.0,2,0.0
2,2,2,internal://,OutData,0.0,0.0,0,0.0
2,2,1,internal://,OutInterests,0.0,0.0,0,0.0
2,2,2,internal://,OutData,0.0,0.0,0,0.0
1,1,258,appFace://,InSatisfiedInterests,793.6,0.0,992,0.0
2,1,258,appFace://,InSatisfiedInterests,958.72,0.0,1000,0.0
3,2,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,3,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,3,1,internal://,OutSatisfiedInterests,0.48,0.0,0,0.0
3,1,257,netdev://[00:00:00:00:00:03],InData,991.744,1027.57,1000,1036.13
1,3,1,internal://,InNacks,0.0,0.0,0,0.0
1,3,2,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:01],OutTimedOutInterests,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:01],InNacks,0.0,0.0,0,0.0
2,3,256,internal://,InData,0.0,0.0,0,0.0
3,1,1,internal://,OutNacks,0.0,0.0,0,0.0
3,1,256,internal://,OutInterests,0.0,0.0,0,0.0
1,1,1,internal://,OutSatisfiedInterests,1.6,0.0,2,0.0
2,1,256,internal://,OutInterests,0.0,0.0,0,0.0
2,2,1,internal://,OutSatisfiedInterests,1.28,0.0,0,0.0
1,2,2,internal://,InInterests,0.0,0.0,0,0.0
1,2,256,internal://,OutData,0.0,0.0,0,0.0
2,1,257,netdev://[00:00:00:00:00:03],OutSatisfiedInterests,958.72,0.0,1000,0.0
1,1,1,internal://,OutSatisfiedInterests,2.4,0.0,3,0.0
3,1,256,internal://,OutNacks,0.0,0.0,0,0.0
1,2,1,internal://,InNacks,0.0,0.0,0,0.0
1,1,258,appFace://,InInterests,800.0,22.4563,1000,28.0703
3,2,1,internal://,OutNacks,0.0,0.0,0,0.0
2,2,2,internal://,InTimedOutInterests,0.0,0.0,0,0.0
3,1,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,3,259,netdev://[00:00:00:00:00:06],OutInterests,968.96,27.3922,1010,28.5938
2,1,257,netdev://[00:00:00:00:00:03],InData,958.72,993.321,1000,1036.13
2,1,256,internal://,InNacks,0.0,0.0,0,0.0
2,1,258,appFace://,InSatisfiedInterests,9.6,0.0,10,0.0
1,3,256,internal://,InData,0.0,0.0,0,0.0
2,1,258,appFace://,OutInterests,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:05],OutTimedOutInterests,0.0,0.0,0,0.0
3,1,256,internal://,InTimedOutInterests,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],OutNacks,0.0,0.0,0,0.0
2,3,2,internal://,InTimedOutInterests,0.0,0.0,0,0.0
1,1,258,appFace://,InInterests,800.0,22.4563,1000,28.0703
2,2,1,internal://,InSatisfiedInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:01],OutInterests,8.0,0.21875,10,0.273438
1,3,257,netdev://[00:00:00:00:00:01],OutNacks,0.0,0.0,0,0.0
2,3,256,internal://,OutData,0.0,0.0,0,0.0
2,2,1,internal://,InData,0.0,0.0,0,0.0
2,2,1,internal://,InTimedOutInterests,0.0,0.0,0,0.0
3,1,256,internal://,InTimedOutInterests,0.0,0.0,0,0.0
1,1,1,internal://,InNacks,0.0,0.0,0,0.0
2,1,1,internal://,OutInterests,0.0,0.0,0,0.0
3,2,256,internal://,OutNacks,0.0,0.0,0,0.0
2,2,258,appFace://,OutSatisfiedInterests,968.64,0.0,1010,0.0
3,1,2,internal://,OutInterests,0.0,0.0,0,0.0
1,1,1,internal://,InInterests,0.0,0.0,0,0.0
1,2,258,appFace://,OutInterests,0.0,0.0,0,0.0
2,2,256,internal://,InData,0.0,0.0,0,0.0
3,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:01],OutData,0.0,0.0,0,0.0
3,3,-1,all,SatisfiedInterests,10.016,0.0,10,0.0
1,3,2,internal://,InData,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:01],InInterests,959.36,27.1294,1000,28.3203
3,1,258,appFace://,OutInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:03],OutSatisfiedInterests,793.6,0.0,992,0.0
3,1,256,internal://,OutNacks,0.0,0.0,0,0.0
1,2,258,appFace://,OutSatisfiedInterests,803.2,0.0,1004,0.0
1,3,256,internal://,InSatisfiedInterests,1.6,0.0,2,0.0
1,3,258,netdev://[00:00:00:00:00:04],InInterests,798.4,22.4109,998,28.0137
3,1,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
3,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:02],OutTimedOutInterests,0.0,0.0,0,0.0
1,3,2,internal://,InNacks,0.0,0.0,0,0.0
1,2,256,internal://,OutNacks,0.0,0.0,0,0.0
1,3,258,netdev://[00:00:00:00:00:04],OutNacks,0.0,0.0,0,0.0
2,1,258,appFace://,OutNacks,0.0,0.0,0,0.0
2,3,258,netdev://[00:00:00:00:00:04],InTimedOutInterests,0.0,0.0,0,0.0
3,2,257,netdev://[00:00:00:00:00:01],OutNacks,0.0,0.0,0,0.0
1,1,2,internal://,InSatisfiedInterests,0.8,0.0,1,0.0
2,2,2,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:03],InData,793.6,822.075,992,1027.59
1,2,256,internal://,InData,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],OutData,0.0,0.0,0,0.0
1,2,256,internal://,InData,0.0,0.0,0,0.0
2,2,-1,all,TimedOutInterests,0.0,0.0,0,0.0
1,2,258,appFace://,InInterests,0.0,0.0,0,0.0
3,1,2,internal://,InData,0.0,0.0,0,0.0
1,2,258,appFace://,InTimedOutInterests,0.0,0.0,0,0.0
1,2,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
3,2,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:01],InTimedOutInterests,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],InNacks,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],InSatisfiedInterests,968.64,0.0,1010,0.0
1,1,-1,all,SatisfiedInterests,795.2,0.0,994,0.0
3,1,1,internal://,OutData,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:05],OutInterests,0.0,0.0,0,0.0
2,3,1,internal://,OutSatisfiedInterests,1.6,0.0,0,0.0
2,1,1,internal://,InData,0.0,0.0,0,0.0
1,3,257,netdev://[00:00:00:00:00:01],InNacks,0.0,0.0,0,0.0
1,1,256,internal://,InSatisfiedInterests,1.6,0.0,2,0.0
1,2,2,internal://,InSatisfiedInterests,2.4,0.0,3,0.0
1,2,257,netdev://[00:00:00:00:00:05],OutTimedOutInterests,0.0,0.0,0,0.0
2,3,256,internal://,OutInterests,0.0,0.0,0,0.0
1,2,2,internal://,OutInterests,0.0,0.0,0,0.0
1,1,1,internal://,InNacks,0.0,0.0,0,0.0
1,1,2,internal://,InTimedOutInterests,0.0,0.0,0,0.0
1,2,256,internal://,InNacks,0.0,0.0,0,0.0
3,1,1,internal://,InSatisfiedInterests,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],OutInterests,0.0,0.0,0,0.0
2,3,2,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
3,1,1,internal://,OutSatisfiedInterests,0.096,0.0,0,0.0
1,3,1,internal://,OutData,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:01],InData,9.6,9.9375,10,10.3516
2,2,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,1,-1,all,TimedOutInterests,0.0,0.0,0,0.0
1,3,1,internal://,OutInterests,0.0,0.0,0,0.0
2,1,258,appFace://,InNacks,0.0,0.0,0,0.0
2,3,1,internal://,OutData,0.0,0.0,0,0.0
1,3,2,internal://,InData,0.0,0.0,0,0.0
2,3,258,netdev://[00:00:00:00:00:04],OutData,959.04,993.653,1000,1036.13
1,3,259,netdev://[00:00:00:00:00:06],OutSatisfiedInterests,801.6,0.0,1002,0.0
2,2,258,appFace://,OutNacks,0.0,0.0,0,0.0
2,2,1,internal://,InSatisfiedInterests,0.0,0.0,0,0.0
1,2,258,appFace://,InNacks,0.0,0.0,0,0.0
1,3,1,internal://,InTimedOutInterests,0.0,0.0,0,0.0
2,3,256,internal://,InSatisfiedInterests,0.32,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:02],InNacks,0.0,0.0,0,0.0
3,1,2,internal://,InNacks,0.0,0.0,0,0.0
1,3,1,internal://,InTimedOutInterests,0.0,0.0,0,0.0
2,2,2,internal://,OutNacks,0.0,0.0,0,0.0
3,1,257,netdev://[00:00:00:00:00:01],InSatisfiedInterests,2.72,0.0,1,0.0
2,3,259,netdev://[00:00:00:00:00:06],InNacks,0.0,0.0,0,0.0
1,3,256,internal://,InData,0.0,0.0,0,0.0
1,3,257,netdev://[00:00:00:00:00:02],OutInterests,798.4,22.4109,998,28.0137
1,2,257,netdev://[00:00:00:00:00:01],OutTimedOutInterests,0.0,0.0,0,0.0
1,2,2,internal://,OutInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:03],InSatisfiedInterests,0.8,0.0,1,0.0
1,3,1,internal://,InData,0.0,0.0,0,0.0
2,3,258,netdev://[00:00:00:00:00:04],OutData,959.04,993.653,1000,1036.13
2,1,-1,all,TimedOutInterests,0.0,0.0,0,0.0
1,1,1,internal://,OutNacks,0.0,0.0,0,0.0
3,3,257,netdev://[00:00:00:00:00:01],InNacks,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:01],OutInterests,8.0,0.21875,10,0.273438
1,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
3,3,257,netdev://[00:00:00:00:00:01],OutSatisfiedInterests,9.92,0.0,10,0.0
2,1,256,internal://,InSatisfiedInterests,0.32,0.0,0,0.0
2,1,257,netdev://[00:00:00:00:00:03],InSatisfiedInterests,0.16,0.0,0,0.0
2,3,258,netdev://[00:00:00:00:00:04],OutNacks,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:02],OutSatisfiedInterests,959.04,0.0,1000,0.0
3,1,258,appFace://,InData,0.0,0.0,0,0.0
3,1,256,internal://,OutNacks,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:02],InData,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],OutInterests,0.0,0.0,0,0.0
1,3,258,netdev://[00:00:00:00:00:04],OutSatisfiedInterests,7.2,0.0,9,0.0
3,2,-1,all,TimedOutInterests,780.0,0.0,975,0.0
2,1,-1,all,TimedOutInterests,0.0,0.0,0,0.0
2,3,256,internal://,OutData,0.0,0.0,0,0.0
1,1,258,appFace://,InData,0.0,0.0,0,0.0
3,1,256,internal://,InTimedOutInterests,0.0,0.0,0,0.0
3,2,258,appFace://,InNacks,0.0,0.0,0,0.0
2,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,1,258,appFace://,InNacks,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:05],OutSatisfiedInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:03],InNacks,0.0,0.0,0,0.0
1,1,1,internal://,InNacks,0.0,0.0,0,0.0
2,1,258,appFace://,InTimedOutInterests,0.0,0.0,0,0.0
1,3,256,internal://,InNacks,0.0,0.0,0,0.0
3,1,257,netdev://[00:00:00:00:00:03],OutNacks,0.0,0.0,0,0.0
2,3,1,internal://,OutNacks,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:01],InTimedOutInterests,0.0,0.0,0,0.0
3,1,256,internal://,OutNacks,0.0,0.0,0,0.0
2,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,1,258,appFace://,OutTimedOutInterests,0.0,0.0,0,0.0
1,2,2,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],OutInterests,0.0,0.0,0,0.0
1,3,258,netdev://[00:00:00:00:00:04],OutInterests,7.2,0.196875,9,0.246094
1,3,256,internal://,InSatisfiedInterests,4.8,0.0,6,0.0
1,1,256,internal://,OutInterests,0.0,0.0,0,0.0
2,1,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,3,258,netdev://[00:00:00:00:00:04],InNacks,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:01],InNacks,0.0,0.0,0,0.0
2,2,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
2,3,-1,all,TimedOutInterests,0.0,0.0,0,0.0
2,1,257,netdev://[00:00:00:00:00:03],InInterests,9.44,0.258125,10,0.273438
3,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,2,2,internal://,OutNacks,0.0,0.0,0,0.0
1,3,257,netdev://[00:00:00:00:00:01],InData,8.0,8.28125,10,10.3516
1,2,2,internal://,InNacks,0.0,0.0,0,0.0
2,3,259,netdev://[00:00:00:00:00:06],InNacks,0.0,0.0,0,0.0
1,3,2,internal://,OutData,0.0,0.0,0,0.0
2,1,258,appFace://,OutData,958.72,993.321,1000,1036.13
1,2,256,internal://,InNacks,0.0,0.0,0,0.0
3,1,257,netdev://[00:00:00:00:00:03],InInterests,9.888,0.270375,10,0.273438
1,3,2,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:01],OutSatisfiedInterests,9.6,0.0,10,0.0
1,1,2,internal://,OutInterests,0.0,0.0,0,0.0
1,1,258,appFace://,InTimedOutInterests,0.0,0.0,0,0.0
2,2,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
1,1,-1,all,SatisfiedInterests,795.2,0.0,994,0.0
2,1,256,internal://,OutInterests,0.0,0.0,0,0.0
2,3,257,netdev://[00:00:00:00:00:01],InNacks,0.0,0.0,0,0.0
2,2,2,internal://,OutData,0.0,0.0,0,0.0
2,2,256,internal://,InNacks,0.0,0.0,0,0.0
2,2,1,internal://,OutInterests,0.0,0.0,0,0.0
1,1,-1,all,SatisfiedInterests,795.2,0.0,994,0.0
2,3,2,internal://,InNacks,0.0,0.0,0,0.0
3,1,256,internal://,OutInterests,0.0,0.0,0,0.0
2,3,258,appFace://,InInterests,9.6,0.2625,10,0.273438
1,2,2,internal://,InData,0.0,0.0,0,0.0
1,2,1,internal://,OutNacks,0.0,0.0,0,0.0
1,3,257,netdev://[00:00:00:00:00:02],InNacks,0.0,0.0,0,0.0
2,2,1,internal://,OutSatisfiedInterests,1.28,0.0,0,0.0
2,1,257,netdev://[00:00:00:00:00:01],InNacks,0.0,0.0,0,0.0
2,3,259,netdev://[00:00:00:00:00:06],InData,968.32,1003.26,1010,1046.48
1,3,2,internal://,InTimedOutInterests,0.0,0.0,0,0.0
3,3,256,internal://,OutData,0.0,0.0,0,0.0
3,1,257,netdev://[00:00:00:00:00:03],OutData,0.0,0.0,0,0.0
2,1,2,internal://,InTimedOutInterests,0.0,0.0,0,0.0
1,1,1,internal://,InSatisfiedInterests,0.0,0.0,0,0.0
3,3,2,internal://,OutNacks,0.0,0.0,0,0.0
2,3,256,internal://,InSatisfiedInterests,0.96,0.0,0,0.0
1,3,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
1,3,1,internal://,InInterests,0.0,0.0,0,0.0
1,1,258,appFace://,OutNacks,0.0,0.0,0,0.0
1,1,258,appFace://,InInterests,800.0,22.4563,1000,28.0703
2,3,258,netdev://[00:00:00:00:00:04],OutData,959.04,993.653,1000,1036.13
3,1,258,appFace://,InInterests,9.92,0.27125,10,0.273438
1,3,256,internal://,InNacks,0.0,0.0,0,0.0
1,1,256,internal://,InInterests,0.0,0.0,0,0.0
3,1,258,appFace://,OutInterests,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],InNacks,0.0,0.0,0,0.0
2,1,257,netdev://[00:00:00:00:00:03],OutData,0.0,0.0,0,0.0
1,2,2,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
1,3,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
2,1,256,internal://,InData,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],InData,0.0,0.0,0,0.0
1,3,258,appFace://,OutInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:01],InInterests,796.8,22.3656,996,27.957
1,3,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
3,1,256,internal://,InSatisfiedInterests,0.064,0.0,0,0.0
2,2,258,appFace://,OutNacks,0.0,0.0,0,0.0
2,2,1,internal://,OutInterests,0.0,0.0,0,0.0
1,1,257,netdev://[00:00:00:00:00:03],InNacks,0.0,0.0,0,0.0
1,3,257,netdev://[00:00:00:00:00:01],InInterests,796.8,22.3656,996,27.957
1,3,256,internal://,OutInterests,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],OutInterests,804.8,22.5859,1006,28.2324
1,2,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
1,2,256,internal://,OutNacks,0.0,0.0,0,0.0
1,3,1,internal://,InNacks,0.0,0.0,0,0.0
1,2,258,appFace://,InNacks,0.0,0.0,0,0.0
1,2,2,internal://,InNacks,0.0,0.0,0,0.0
3,2,257,netdev://[00:00:00:00:00:01],OutSatisfiedInterests,9.92,0.0,10,0.0
3,2,257,netdev://[00:00:00:00:00:01],InTimedOutInterests,780.0,0.0,975,0.0
3,1,1,internal://,OutInterests,0.0,0.0,0,0.0
1,2,2,internal://,InNacks,0.0,0.0,0,0.0
2,2,1,internal://,InInterests,0.0,0.0,0,0.0
2,3,256,internal://,InData,0.0,0.0,0,0.0
3,1,258,appFace://,OutData,991.744,1027.57,1000,1036.13
1,2,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
2,2,2,internal://,OutNacks,0.0,0.0,0,0.0
1,3,2,internal://,InNacks,0.0,0.0,0,0.0
1,2,1,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
3,1,2,internal://,InData,0.0,0.0,0,0.0
2,2,258,appFace://,InInterests,0.0,0.0,0,0.0
2,2,256,internal://,InNacks,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],OutInterests,804.8,22.5859,1006,28.2324
2,1,256,internal://,OutTimedOutInterests,0.0,0.0,0,0.0
2,2,257,netdev://[00:00:00:00:00:05],InData,0.0,0.0,0,0.0
1,2,257,netdev://[00:00:00:00:00:05],InData,0.0,0.0,0,0.0
1,3,257,netdev://[00:00:00:00:00:02],InTimedOutInterests,0.0,0.0,0,0.0
3,1,257,netdev://[00:00:00:00:00:03],OutTimedOutInterests,0.0,0.0,0,0.0
1,3,259,netdev://[00:00:00:00:00:06],OutData,0.0,0.0,0,0.0
3,1,256,internal://,InTimedOutInterests,0.0,0.0,0,0.0
2,1,1,internal://,OutInterests,0.0,0.0,0,0.0
2,1,256,internal://,OutSatisfiedInterests,0.0,0.0,0,0.0
1,2,-1,all,SatisfiedInterests,809.6,0.0,1012,0.0
1,2,257,netdev://[00:00:00:00:00:01],OutNacks,0.0,0.0,0,0.0
2,3,259,netdev://[00:00:00:00:00:06],InSatisfiedInterests,0.0,0.0,0,0.0
1,2,1,internal://,InTimedOutInterests,0.0,0.0,0,0.0
